"Rk","G","Month","Day","Year","Age.Year","Age.Day","Tm","X","Opp","X.1","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","PM","Season","Date","Status","Name","LName"
48,48,2,5,1997,33,354,"CHI","@","LAL","L (-16)",1,"40:00:00",10,24,0.417,2,5,0.4,5,6,0.833,1,3,4,4,1,1,2,1,27,17.5,NA,12,1997-02-05,"Regular Season","Michael","Jordan"
49,49,2,11,1997,33,360,"CHI","","CHH","W (+3)",1,"42:00:00",16,24,0.667,1,2,0.5,10,14,0.714,0,5,5,4,3,0,5,2,43,32.5,NA,12,1997-02-11,"Regular Season","Michael","Jordan"
50,50,2,14,1997,33,363,"CHI","@","ATL","W (+1)",1,"45:00:00",13,28,0.464,1,2,0.5,3,5,0.6,3,5,8,4,2,0,4,0,30,19.2,NA,12,1997-02-14,"Regular Season","Michael","Jordan"
51,51,2,16,1997,33,365,"CHI","","ORL","W (+21)",1,"38:00:00",8,20,0.4,3,4,0.75,0,0,NA,1,7,8,10,4,0,2,3,19,18.8,NA,12,1997-02-16,"Regular Season","Michael","Jordan"
52,52,2,18,1997,34,1,"CHI","","DEN","W (+11)",1,"32:00:00",10,18,0.556,1,3,0.333,3,4,0.75,2,3,5,12,3,0,0,3,24,27.5,NA,12,1997-02-18,"Regular Season","Michael","Jordan"
53,53,2,21,1997,34,4,"CHI","@","WSB","W (+4)",1,"45:00:00",13,28,0.464,3,4,0.75,7,12,0.583,1,3,4,4,1,0,2,2,36,22.2,NA,12,1997-02-21,"Regular Season","Michael","Jordan"
54,54,2,22,1997,34,5,"CHI","","GSW","W (+33)",1,"31:00:00",13,19,0.684,5,8,0.625,3,4,0.75,1,4,5,1,3,0,2,1,34,28.7,NA,12,1997-02-22,"Regular Season","Michael","Jordan"
55,55,2,24,1997,34,7,"CHI","","POR","W (+27)",1,"30:00:00",13,27,0.481,3,7,0.429,8,9,0.889,1,3,4,3,0,0,1,1,37,25.2,NA,12,1997-02-24,"Regular Season","Michael","Jordan"
56,56,2,27,1997,34,10,"CHI","@","CLE","L (-3)",1,"43:00:00",7,25,0.28,0,3,0,9,9,1,1,7,8,4,0,0,2,2,23,11.1,NA,12,1997-02-27,"Regular Season","Michael","Jordan"
57,57,2,28,1997,34,11,"CHI","","SAC","W (+18)",1,"35:00:00",13,20,0.65,5,7,0.714,4,5,0.8,1,8,9,6,1,1,2,2,35,32,NA,12,1997-02-28,"Regular Season","Michael","Jordan"
58,58,3,3,1997,34,14,"CHI","","MIL","W (+18)",1,"36:00:00",11,19,0.579,3,7,0.429,6,6,1,0,3,3,6,2,0,2,2,31,26.4,NA,12,1997-03-03,"Regular Season","Michael","Jordan"
59,59,3,5,1997,34,16,"CHI","","SAS","W (+42)",1,"23:00",7,17,0.412,1,4,0.25,1,2,0.5,1,1,2,4,2,0,0,1,16,11.9,NA,12,1997-03-05,"Regular Season","Michael","Jordan"
60,60,3,7,1997,34,18,"CHI","","IND","W (+8)",1,"44:00:00",11,21,0.524,1,3,0.333,15,17,0.882,1,3,4,5,2,1,4,3,38,29.5,NA,12,1997-03-07,"Regular Season","Michael","Jordan"
61,61,3,9,1997,34,20,"CHI","@","NYK","L (-4)",1,"46:00:00",14,31,0.452,0,3,0,8,9,0.889,2,4,6,4,1,0,1,2,36,24.1,NA,12,1997-03-09,"Regular Season","Michael","Jordan"
62,62,3,11,1997,34,22,"CHI","@","BOS","W (+11)",1,"43:00:00",13,23,0.565,1,3,0.333,5,6,0.833,0,4,4,9,3,0,2,2,32,28.4,NA,12,1997-03-11,"Regular Season","Michael","Jordan"
63,63,3,12,1997,34,23,"CHI","@","PHI","W (+4)",1,"37:00:00",9,24,0.375,1,4,0.25,4,5,0.8,0,5,5,3,2,1,4,2,23,10.9,NA,12,1997-03-12,"Regular Season","Michael","Jordan"
64,64,3,14,1997,34,25,"CHI","@","NJN","L (-1)",1,"39:00:00",16,34,0.471,1,3,0.333,3,5,0.6,2,6,8,5,0,1,1,1,36,23.8,NA,12,1997-03-14,"Regular Season","Michael","Jordan"
65,65,3,15,1997,34,26,"CHI","","ATL","W (+20)",1,"29:00:00",5,11,0.455,0,1,0,0,0,NA,1,3,4,3,1,2,3,1,10,7,NA,12,1997-03-15,"Regular Season","Michael","Jordan"
66,66,3,18,1997,34,29,"CHI","","SEA","W (+2)",1,"50:00:00",10,28,0.357,0,4,0,12,13,0.923,8,10,18,2,0,0,8,3,32,16.8,NA,12,1997-03-18,"Regular Season","Michael","Jordan"
67,67,3,21,1997,34,32,"CHI","@","IND","W (+19)",1,"40:00:00",11,25,0.44,1,3,0.333,13,14,0.929,4,2,6,4,2,1,2,0,36,29.4,NA,12,1997-03-21,"Regular Season","Michael","Jordan"
68,68,3,22,1997,34,33,"CHI","","DET","W (+15)",1,"35:00:00",8,20,0.4,3,6,0.5,4,4,1,2,3,5,7,2,1,0,3,23,20.9,NA,12,1997-03-22,"Regular Season","Michael","Jordan"
69,69,3,25,1997,34,36,"CHI","","DAL","W (+2)",1,"36:00:00",9,20,0.45,0,1,0,2,2,1,0,1,1,3,3,0,2,3,20,11.8,NA,12,1997-03-25,"Regular Season","Michael","Jordan"
70,70,3,27,1997,34,38,"CHI","@","TOR","W (+13)",1,"41:00:00",5,17,0.294,0,0,NA,2,3,0.667,3,7,10,4,0,2,6,2,12,3.3,NA,12,1997-03-27,"Regular Season","Michael","Jordan"
71,71,3,29,1997,34,40,"CHI","","NJN","W (+10)",1,"39:00:00",9,21,0.429,1,2,0.5,2,3,0.667,2,4,6,10,0,2,0,3,21,19.3,NA,12,1997-03-29,"Regular Season","Michael","Jordan"
72,72,4,1,1997,34,43,"CHI","","BOS","W (+5)",1,"27:00:00",8,11,0.727,0,0,NA,5,9,0.556,0,8,8,2,2,0,2,1,21,18.3,NA,12,1997-04-01,"Regular Season","Michael","Jordan"
73,73,4,3,1997,34,45,"CHI","@","WSB","L (-8)",1,"39:00:00",14,30,0.467,1,4,0.25,5,6,0.833,0,1,1,6,2,1,2,2,34,22.6,NA,12,1997-04-03,"Regular Season","Michael","Jordan"
74,74,4,4,1997,34,46,"CHI","","CLE","W (+13)",1,"38:00:00",9,16,0.563,0,1,0,4,5,0.8,1,4,5,3,1,2,0,2,22,19.6,NA,12,1997-04-04,"Regular Season","Michael","Jordan"
75,75,4,6,1997,34,48,"CHI","@","ORL","W (+16)",1,"40:00:00",13,22,0.591,3,6,0.5,8,9,0.889,2,6,8,5,3,1,4,3,37,31.6,NA,12,1997-04-06,"Regular Season","Michael","Jordan"
76,76,4,7,1997,34,49,"CHI","","PHI","W (+26)",1,"30:00:00",13,25,0.52,3,4,0.75,1,2,0.5,3,5,8,2,3,2,2,1,30,24.3,NA,12,1997-04-07,"Regular Season","Michael","Jordan"
77,77,4,9,1997,34,51,"CHI","@","IND","W (+6)",1,"41:00:00",8,19,0.421,0,3,0,7,8,0.875,0,3,3,2,5,0,6,2,23,13,NA,12,1997-04-09,"Regular Season","Michael","Jordan"
78,78,4,10,1997,34,52,"CHI","@","NYK","W (+2)",1,"44:00:00",12,26,0.462,1,3,0.333,9,10,0.9,1,7,8,6,1,1,3,3,34,24.7,NA,12,1997-04-10,"Regular Season","Michael","Jordan"
79,79,4,13,1997,34,55,"CHI","@","DET","L (-17)",1,"38:00:00",7,16,0.438,0,3,0,4,4,1,1,8,9,7,0,0,4,1,18,13.2,NA,12,1997-04-13,"Regular Season","Michael","Jordan"
80,80,4,14,1997,34,56,"CHI","","TOR","W (+17)",1,"35:00:00",12,24,0.5,4,7,0.571,2,2,1,2,9,11,10,3,1,2,2,30,30,NA,12,1997-04-14,"Regular Season","Michael","Jordan"
81,81,4,16,1997,34,58,"CHI","@","MIA","L (-10)",1,"39:00:00",11,27,0.407,2,5,0.4,2,4,0.5,1,7,8,3,0,1,3,5,26,11.3,NA,12,1997-04-16,"Regular Season","Michael","Jordan"
82,82,4,19,1997,34,61,"CHI","","NYK","L (-2)",1,"39:00:00",14,22,0.636,1,1,1,4,8,0.5,0,3,3,3,2,0,4,4,33,21,NA,12,1997-04-19,"Regular Season","Michael","Jordan"
1,1,4,25,1997,34,67,"CHI","","WSB","W (+12)",1,"42:00:00",12,25,0.48,0,1,0,5,5,1,0,8,8,8,2,0,3,5,29,21.3,NA,12,1997-04-25,"Playoffs","Michael","Jordan"
2,2,4,27,1997,34,69,"CHI","","WSB","W (+5)",1,"44:00:00",22,35,0.629,1,2,0.5,10,10,1,3,4,7,2,2,0,2,3,55,42.8,NA,12,1997-04-27,"Playoffs","Michael","Jordan"
3,3,4,30,1997,34,72,"CHI","@","WSB","W (+1)",1,"43:00:00",14,24,0.583,0,5,0,0,0,NA,1,1,2,6,0,1,2,2,28,19.9,NA,12,1997-04-30,"Playoffs","Michael","Jordan"
4,4,5,6,1997,34,78,"CHI","","ATL","W (+3)",1,"44:00:00",13,25,0.52,1,3,0.333,7,10,0.7,3,8,11,6,4,3,3,3,34,31.1,NA,12,1997-05-06,"Playoffs","Michael","Jordan"
5,5,5,8,1997,34,80,"CHI","","ATL","L (-8)",1,"44:00:00",12,29,0.414,0,6,0,3,3,1,6,10,16,6,0,1,1,2,27,21.8,NA,12,1997-05-08,"Playoffs","Michael","Jordan"
6,6,5,10,1997,34,82,"CHI","@","ATL","W (+20)",1,"39:00:00",8,20,0.4,0,1,0,5,5,1,3,6,9,3,2,2,5,3,21,13.4,NA,12,1997-05-10,"Playoffs","Michael","Jordan"
7,7,5,11,1997,34,83,"CHI","@","ATL","W (+9)",1,"43:00:00",12,22,0.545,0,2,0,3,5,0.6,2,6,8,4,2,1,5,1,27,18.9,NA,12,1997-05-11,"Playoffs","Michael","Jordan"
8,8,5,13,1997,34,85,"CHI","","ATL","W (+15)",1,"40:00:00",9,23,0.391,1,5,0.2,5,5,1,2,5,7,7,2,0,2,0,24,19.3,NA,12,1997-05-13,"Playoffs","Michael","Jordan"
9,9,5,20,1997,34,92,"CHI","","MIA","W (+7)",1,"42:00:00",15,31,0.484,0,2,0,7,10,0.7,3,6,9,3,1,1,2,3,37,24.6,NA,12,1997-05-20,"Playoffs","Michael","Jordan"
10,10,5,22,1997,34,94,"CHI","","MIA","W (+7)",1,"43:00:00",4,15,0.267,0,1,0,15,16,0.938,2,7,9,3,4,1,2,1,23,21.6,NA,12,1997-05-22,"Playoffs","Michael","Jordan"
11,11,5,24,1997,34,96,"CHI","@","MIA","W (+24)",1,"36:00:00",14,25,0.56,1,2,0.5,5,5,1,3,5,8,1,1,0,3,3,34,23.2,NA,12,1997-05-24,"Playoffs","Michael","Jordan"
12,12,5,26,1997,34,98,"CHI","@","MIA","L (-7)",1,"45:00:00",9,35,0.257,0,8,0,11,13,0.846,4,4,8,1,1,0,2,2,29,10.2,NA,12,1997-05-26,"Playoffs","Michael","Jordan"
13,13,5,28,1997,34,100,"CHI","","MIA","W (+13)",1,"43:00:00",11,31,0.355,1,4,0.25,5,6,0.833,1,5,6,5,2,2,4,4,28,13.8,NA,12,1997-05-28,"Playoffs","Michael","Jordan"
14,14,6,1,1997,34,104,"CHI","","UTA","W (+2)",1,"41:00:00",13,27,0.481,0,0,NA,5,7,0.714,1,3,4,8,0,1,0,3,31,23.2,NA,12,1997-06-01,"Playoffs","Michael","Jordan"
15,15,6,4,1997,34,107,"CHI","","UTA","W (+12)",1,"45:00:00",11,20,0.55,1,2,0.5,15,21,0.714,4,9,13,9,2,0,5,2,38,34,NA,12,1997-06-04,"Playoffs","Michael","Jordan"
16,16,6,6,1997,34,109,"CHI","@","UTA","L (-11)",1,"40:00:00",9,22,0.409,4,10,0.4,4,5,0.8,0,3,3,6,1,2,1,1,26,19.9,NA,12,1997-06-06,"Playoffs","Michael","Jordan"
17,17,6,8,1997,34,111,"CHI","@","UTA","L (-5)",1,"42:00:00",11,27,0.407,0,4,0,0,0,NA,1,3,4,4,0,0,3,3,22,7.7,NA,12,1997-06-08,"Playoffs","Michael","Jordan"
18,18,6,11,1997,34,114,"CHI","@","UTA","W (+2)",1,"44:00:00",13,27,0.481,2,5,0.4,10,12,0.833,2,5,7,5,3,1,3,3,38,29.4,NA,12,1997-06-11,"Playoffs","Michael","Jordan"
19,19,6,13,1997,34,116,"CHI","","UTA","W (+4)",1,"44:00:00",15,35,0.429,1,4,0.25,8,10,0.8,1,10,11,4,1,1,1,2,39,26.1,NA,12,1997-06-13,"Playoffs","Michael","Jordan"
1,1,10,31,1997,34,256,"CHI","@","BOS","L (-7)",1,"42:00:00",7,23,0.304,0,0,NA,16,21,0.762,1,5,6,4,2,1,3,2,30,18.6,NA,13,1997-10-31,"Regular Season","Michael","Jordan"
2,2,11,1,1997,34,257,"CHI","","PHI","W (+20)",1,"24:00:00",7,14,0.5,0,0,NA,2,2,1,1,6,7,2,2,0,3,3,16,10.7,NA,13,1997-11-01,"Regular Season","Michael","Jordan"
3,3,11,3,1997,34,259,"CHI","","SAS","W (+4)",1,"48:00:00",12,39,0.308,1,4,0.25,4,6,0.667,4,9,13,4,5,2,3,0,29,17.4,NA,13,1997-11-03,"Regular Season","Michael","Jordan"
4,4,11,5,1997,34,261,"CHI","","ORL","W (+13)",1,"41:00:00",11,25,0.44,0,3,0,7,9,0.778,4,13,17,4,0,0,0,2,29,23.8,NA,13,1997-11-05,"Regular Season","Michael","Jordan"
5,5,11,7,1997,34,263,"CHI","@","ATL","L (-2)",1,"40:00:00",11,25,0.44,0,1,0,5,7,0.714,1,8,9,6,1,0,2,1,27,19,NA,13,1997-11-07,"Regular Season","Michael","Jordan"
6,6,11,8,1997,34,264,"CHI","","NJN","W (+13)",1,"33:00:00",5,13,0.385,0,1,0,5,8,0.625,1,4,5,2,2,0,2,3,15,8.8,NA,13,1997-11-08,"Regular Season","Michael","Jordan"
7,7,11,11,1997,34,267,"CHI","@","CLE","L (-21)",1,"34:00:00",7,17,0.412,0,1,0,5,7,0.714,2,4,6,1,1,0,3,1,19,10,NA,13,1997-11-11,"Regular Season","Michael","Jordan"
8,8,11,12,1997,34,268,"CHI","","WAS","L (-7)",1,"40:00:00",10,28,0.357,0,2,0,8,12,0.667,2,5,7,3,4,2,5,1,28,15.8,NA,13,1997-11-12,"Regular Season","Michael","Jordan"
9,9,11,14,1997,34,270,"CHI","","CHH","W (+13)",1,"38:00:00",12,24,0.5,2,2,1,2,2,1,1,3,4,7,1,1,2,0,28,22.2,NA,13,1997-11-14,"Regular Season","Michael","Jordan"
10,10,11,15,1997,34,271,"CHI","","CLE","W (+9)",1,"39:00:00",11,26,0.423,1,1,1,4,7,0.571,0,2,2,4,2,0,5,2,27,11.6,NA,13,1997-11-15,"Regular Season","Michael","Jordan"
11,11,11,20,1997,34,276,"CHI","@","PHO","L (-4)",1,"41:00:00",13,27,0.481,0,1,0,4,6,0.667,1,5,6,3,1,0,3,0,30,17.8,NA,13,1997-11-20,"Regular Season","Michael","Jordan"
12,12,11,21,1997,34,277,"CHI","@","LAC","W (+9)",1,"52:00:00",18,38,0.474,0,2,0,13,19,0.684,2,3,5,5,1,1,4,3,49,29.5,NA,13,1997-11-21,"Regular Season","Michael","Jordan"
13,13,11,23,1997,34,279,"CHI","@","SAC","W (+15)",1,"41:00:00",11,19,0.579,0,0,NA,11,12,0.917,1,2,3,5,2,1,2,1,33,28.8,NA,13,1997-11-23,"Regular Season","Michael","Jordan"
14,14,11,25,1997,34,281,"CHI","@","SEA","L (-1)",1,"38:00:00",11,25,0.44,0,2,0,4,6,0.667,2,4,6,5,5,0,3,1,26,19.8,NA,13,1997-11-25,"Regular Season","Michael","Jordan"
15,15,11,28,1997,34,284,"CHI","@","IND","L (-11)",1,"42:00:00",11,26,0.423,0,2,0,4,8,0.5,1,6,7,2,2,0,1,3,26,14.3,NA,13,1997-11-28,"Regular Season","Michael","Jordan"
16,16,11,29,1997,34,285,"CHI","@","WAS","W (+5)",1,"37:00:00",10,21,0.476,1,1,1,8,12,0.667,0,4,4,3,2,0,2,3,29,18.8,NA,13,1997-11-29,"Regular Season","Michael","Jordan"
17,17,12,3,1997,34,289,"CHI","@","BOS","W (+10)",1,"40:00:00",11,21,0.524,1,3,0.333,6,8,0.75,4,5,9,5,2,1,7,2,29,20.6,NA,13,1997-12-03,"Regular Season","Michael","Jordan"
18,18,12,5,1997,34,291,"CHI","","MIL","W (+22)",1,"35:00:00",4,16,0.25,0,3,0,5,6,0.833,3,6,9,2,1,0,1,3,13,7.1,NA,13,1997-12-05,"Regular Season","Michael","Jordan"
19,19,12,9,1997,34,295,"CHI","","NYK","W (+18)",1,"37:00:00",10,23,0.435,0,0,NA,9,9,1,1,3,4,4,1,0,4,4,29,16.7,NA,13,1997-12-09,"Regular Season","Michael","Jordan"
20,20,12,10,1997,34,296,"CHI","@","ORL","L (-8)",1,"37:00:00",6,17,0.353,0,1,0,13,13,1,1,1,2,5,1,0,3,3,25,16.8,NA,13,1997-12-10,"Regular Season","Michael","Jordan"
21,21,12,12,1997,34,298,"CHI","@","CHH","L (-2)",1,"41:00:00",12,24,0.5,0,0,NA,4,6,0.667,3,6,9,5,0,0,4,2,28,17.8,NA,13,1997-12-12,"Regular Season","Michael","Jordan"
22,22,12,13,1997,34,299,"CHI","","TOR","W (+27)",1,"27:00:00",4,16,0.25,0,0,NA,3,4,0.75,3,3,6,2,2,0,0,0,11,7.4,NA,13,1997-12-13,"Regular Season","Michael","Jordan"
23,23,12,15,1997,34,301,"CHI","","PHO","W (+7)",1,"36:00:00",10,23,0.435,0,1,0,11,12,0.917,3,6,9,4,4,1,2,2,31,27.1,NA,13,1997-12-15,"Regular Season","Michael","Jordan"
24,24,12,17,1997,34,303,"CHI","","LAL","W (+21)",1,"35:00:00",12,22,0.545,1,2,0.5,11,12,0.917,2,3,5,4,1,1,4,4,36,26.2,NA,13,1997-12-17,"Regular Season","Michael","Jordan"
25,25,12,20,1997,34,306,"CHI","@","NJN","W (+8)",1,"42:00:00",10,23,0.435,0,0,NA,4,5,0.8,3,2,5,3,0,2,2,2,24,14.9,NA,13,1997-12-20,"Regular Season","Michael","Jordan"
26,26,12,23,1997,34,309,"CHI","","LAC","W (+5)",1,"40:00:00",9,24,0.375,0,1,0,9,12,0.75,7,5,12,4,0,1,2,0,27,20.5,NA,13,1997-12-23,"Regular Season","Michael","Jordan"
27,27,12,25,1997,34,311,"CHI","","MIA","W (+10)",1,"38:00:00",8,20,0.4,0,1,0,8,12,0.667,4,7,11,4,2,0,3,0,24,18.3,NA,13,1997-12-25,"Regular Season","Michael","Jordan"
28,28,12,27,1997,34,313,"CHI","","ATL","W (+7)",1,"36:00:00",18,26,0.692,0,0,NA,11,13,0.846,2,2,4,2,3,1,4,2,47,37.5,NA,13,1997-12-27,"Regular Season","Michael","Jordan"
29,29,12,29,1997,34,315,"CHI","","DAL","W (+6)",1,"41:00:00",16,29,0.552,0,1,0,9,11,0.818,1,6,7,0,0,2,2,1,41,27.8,NA,13,1997-12-29,"Regular Season","Michael","Jordan"
30,30,12,30,1997,34,316,"CHI","@","MIN","L (-4)",1,"39:00:00",11,28,0.393,1,3,0.333,10,13,0.769,0,4,4,1,0,0,3,1,33,15.1,NA,13,1997-12-30,"Regular Season","Michael","Jordan"
31,31,1,2,1998,34,319,"CHI","","MIL","W (+14)",1,"43:00:00",15,22,0.682,1,1,1,13,15,0.867,1,4,5,1,2,0,0,1,44,38,NA,13,1998-01-02,"Regular Season","Michael","Jordan"
32,32,1,3,1998,34,320,"CHI","@","DET","W (+9)",1,"47:00:00",12,25,0.48,0,1,0,10,11,0.909,0,9,9,9,1,2,4,2,34,27.5,NA,13,1998-01-03,"Regular Season","Michael","Jordan"
33,33,1,6,1998,34,323,"CHI","","BOS","W (+11)",1,"41:00:00",5,13,0.385,0,1,0,9,12,0.75,1,2,3,4,3,0,3,0,19,14.8,NA,13,1998-01-06,"Regular Season","Michael","Jordan"
34,34,1,7,1998,34,324,"CHI","@","MIA","L (-27)",1,"37:00:00",12,27,0.444,1,2,0.5,1,3,0.333,2,2,4,1,1,0,1,0,26,13.8,NA,13,1998-01-07,"Regular Season","Michael","Jordan"
35,35,1,9,1998,34,326,"CHI","@","NYK","W (+1)",1,"41:00:00",17,33,0.515,1,4,0.25,9,10,0.9,1,3,4,2,3,1,1,3,44,31.8,NA,13,1998-01-09,"Regular Season","Michael","Jordan"
36,36,1,10,1998,34,327,"CHI","","GSW","W (+5)",1,"38:00:00",13,31,0.419,0,1,0,6,10,0.6,4,2,6,3,0,0,1,0,32,18.4,NA,13,1998-01-10,"Regular Season","Michael","Jordan"
37,37,1,13,1998,34,330,"CHI","","SEA","W (+10)",1,"38:00:00",12,27,0.444,0,2,0,16,18,0.889,1,0,1,2,0,0,1,5,40,24.2,NA,13,1998-01-13,"Regular Season","Michael","Jordan"
38,38,1,15,1998,34,332,"CHI","@","PHI","L (-10)",1,"38:00:00",9,23,0.391,0,1,0,2,4,0.5,2,7,9,4,2,0,4,1,20,10.6,NA,13,1998-01-15,"Regular Season","Michael","Jordan"
39,39,1,16,1998,34,333,"CHI","@","MIL","W (+10)",1,"40:00:00",10,20,0.5,1,1,1,6,7,0.857,0,8,8,2,1,1,3,3,27,17.9,NA,13,1998-01-16,"Regular Season","Michael","Jordan"
40,40,1,18,1998,34,335,"CHI","","HOU","W (+6)",1,"41:00:00",16,29,0.552,2,2,1,11,12,0.917,0,3,3,3,3,1,4,2,45,32.6,NA,13,1998-01-18,"Regular Season","Michael","Jordan"
41,41,1,21,1998,34,338,"CHI","","CHH","W (+31)",1,"31:00:00",14,23,0.609,1,3,0.333,4,4,1,1,4,5,6,3,1,1,2,33,30.5,NA,13,1998-01-21,"Regular Season","Michael","Jordan"
42,42,1,23,1998,34,340,"CHI","@","NJN","W (+2)",1,"44:00:00",10,23,0.435,0,1,0,12,13,0.923,0,5,5,1,1,1,4,2,32,18.6,NA,13,1998-01-23,"Regular Season","Michael","Jordan"
43,43,1,25,1998,34,342,"CHI","","UTA","L (-7)",1,"44:00:00",13,26,0.5,0,4,0,6,7,0.857,3,2,5,7,2,0,3,4,32,23.6,NA,13,1998-01-25,"Regular Season","Michael","Jordan"
44,44,1,27,1998,34,344,"CHI","@","VAN","W (+18)",1,"32:00:00",7,15,0.467,0,0,NA,6,6,1,0,0,0,3,1,1,1,0,20,15.1,NA,13,1998-01-27,"Regular Season","Michael","Jordan"
45,45,1,29,1998,34,346,"CHI","@","POR","W (+13)",1,"39:00:00",11,24,0.458,0,1,0,7,7,1,1,4,5,4,1,0,0,1,29,21.9,NA,13,1998-01-29,"Regular Season","Michael","Jordan"
46,46,1,30,1998,34,347,"CHI","@","GSW","W (+7)",1,"41:00:00",2,17,0.118,0,0,NA,10,11,0.909,3,5,8,3,3,1,2,0,14,9.9,NA,13,1998-01-30,"Regular Season","Michael","Jordan"
47,47,2,1,1998,34,349,"CHI","@","LAL","L (-25)",1,"37:00:00",11,26,0.423,0,1,0,9,12,0.75,0,5,5,2,1,0,1,0,31,18.9,NA,13,1998-02-01,"Regular Season","Michael","Jordan"
48,48,2,2,1998,34,350,"CHI","@","DEN","W (+39)",1,"33:00:00",6,12,0.5,0,0,NA,3,4,0.75,1,5,6,3,1,0,0,1,15,13.5,NA,13,1998-02-02,"Regular Season","Michael","Jordan"
49,49,2,4,1998,34,352,"CHI","@","UTA","L (-8)",1,"43:00:00",17,37,0.459,1,5,0.2,5,6,0.833,2,5,7,3,2,1,1,2,40,26.4,NA,13,1998-02-04,"Regular Season","Michael","Jordan"
50,50,2,10,1998,34,358,"CHI","","TOR","W (+7)",1,"34:00:00",8,21,0.381,0,3,0,2,5,0.4,2,3,5,1,2,0,2,1,18,7.9,NA,13,1998-02-10,"Regular Season","Michael","Jordan"
51,51,2,11,1998,34,359,"CHI","@","CHH","W (+2)",1,"41:00:00",11,22,0.5,0,0,NA,7,9,0.778,1,3,4,6,0,0,1,2,29,21.2,NA,13,1998-02-11,"Regular Season","Michael","Jordan"
52,52,2,13,1998,34,361,"CHI","","ATL","W (+2)",1,"36:00:00",14,22,0.636,0,1,0,9,12,0.75,3,4,7,1,1,0,2,0,37,29,NA,13,1998-02-13,"Regular Season","Michael","Jordan"
53,53,2,15,1998,34,363,"CHI","","DET","W (+9)",1,"41:00:00",7,17,0.412,0,1,0,7,8,0.875,1,11,12,5,3,0,3,3,21,17.8,NA,13,1998-02-15,"Regular Season","Michael","Jordan"
54,54,2,17,1998,35,0,"CHI","","IND","W (+8)",1,"39:00:00",13,23,0.565,0,2,0,1,3,0.333,2,2,4,6,1,1,2,4,27,19.6,NA,13,1998-02-17,"Regular Season","Michael","Jordan"
55,55,2,19,1998,35,2,"CHI","@","TOR","W (+37)",1,"28:00:00",5,9,0.556,1,2,0.5,5,6,0.833,0,4,4,5,0,0,1,2,16,14.2,NA,13,1998-02-19,"Regular Season","Michael","Jordan"
56,56,2,21,1998,35,4,"CHI","@","WAS","W (+6)",1,"42:00:00",8,23,0.348,0,0,NA,3,5,0.6,3,5,8,3,1,2,1,3,19,11.2,NA,13,1998-02-21,"Regular Season","Michael","Jordan"
57,57,2,23,1998,35,6,"CHI","","CLE","W (+22)",1,"29:00:00",7,14,0.5,0,1,0,3,4,0.75,2,5,7,6,0,1,2,3,17,14.2,NA,13,1998-02-23,"Regular Season","Michael","Jordan"
58,58,2,25,1998,35,8,"CHI","","POR","L (-5)",1,"42:00:00",9,26,0.346,0,2,0,15,17,0.882,1,3,4,3,4,1,3,2,33,22.2,NA,13,1998-02-25,"Regular Season","Michael","Jordan"
59,59,2,28,1998,35,11,"CHI","","SAC","W (+15)",1,"39:00:00",10,17,0.588,0,1,0,8,9,0.889,1,1,2,2,0,0,2,1,28,19.7,NA,13,1998-02-28,"Regular Season","Michael","Jordan"
60,60,3,3,1998,35,14,"CHI","","DEN","W (+28)",1,"40:00:00",12,19,0.632,0,0,NA,6,6,1,0,7,7,2,2,0,2,1,30,24.6,NA,13,1998-03-03,"Regular Season","Michael","Jordan"
61,61,3,8,1998,35,19,"CHI","@","NYK","W (+13)",1,"43:00:00",17,33,0.515,1,2,0.5,7,9,0.778,3,5,8,6,3,1,2,1,42,34,NA,13,1998-03-08,"Regular Season","Michael","Jordan"
62,62,3,10,1998,35,21,"CHI","","MIA","W (+15)",1,"39:00:00",17,30,0.567,1,2,0.5,2,2,1,0,4,4,4,1,1,1,2,37,26.7,NA,13,1998-03-10,"Regular Season","Michael","Jordan"
63,63,3,12,1998,35,23,"CHI","@","DAL","L (-7)",1,"47:00:00",10,24,0.417,1,3,0.333,5,11,0.455,4,3,7,3,1,1,1,4,26,15.7,NA,13,1998-03-12,"Regular Season","Michael","Jordan"
64,64,3,14,1998,35,25,"CHI","@","SAS","W (+10)",1,"42:00:00",12,22,0.545,0,0,NA,6,7,0.857,2,3,5,3,2,1,3,2,30,22.3,NA,13,1998-03-14,"Regular Season","Michael","Jordan"
65,65,3,16,1998,35,27,"CHI","","NJN","W (+16)",1,"33:00:00",6,15,0.4,0,1,0,5,8,0.625,2,5,7,1,1,0,4,1,17,7.9,NA,13,1998-03-16,"Regular Season","Michael","Jordan"
66,66,3,17,1998,35,28,"CHI","@","IND","W (+6)",1,"42:00:00",14,28,0.5,1,3,0.333,6,9,0.667,1,3,4,2,1,0,2,1,35,21.4,NA,13,1998-03-17,"Regular Season","Michael","Jordan"
67,67,3,20,1998,35,31,"CHI","","VAN","W (+6)",1,"39:00:00",8,13,0.615,1,2,0.5,7,10,0.7,0,4,4,3,0,1,3,1,24,17.5,NA,13,1998-03-20,"Regular Season","Michael","Jordan"
