"Rk","G","Month","Day","Year","Age.Year","Age.Day","Tm","X","Opp","X.1","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","PM","Season","Date","Status","Name","LName"
3,3,11,8,1988,25,265,"CHI","@","NYK","L (-9)",1,"39:00:00",13,21,0.619,2,3,0.667,3,3,1,2,1,3,9,2,0,4,5,31,25.5,NA,5,1988-11-08,"Regular Season","Michael","Jordan"
4,4,11,9,1988,25,266,"CHI","@","BOS","W (+6)",1,"42:00:00",18,33,0.545,2,4,0.5,14,16,0.875,0,3,3,2,9,2,2,4,52,44.4,NA,5,1988-11-09,"Regular Season","Michael","Jordan"
5,5,11,11,1988,25,268,"CHI","","NJN","W (+12)",1,"41:00:00",14,24,0.583,0,1,0,8,11,0.727,1,5,6,3,3,4,6,2,36,26.9,NA,5,1988-11-11,"Regular Season","Michael","Jordan"
6,6,11,12,1988,25,269,"CHI","@","NJN","L (-6)",1,"43:00:00",17,31,0.548,0,3,0,8,12,0.667,2,5,7,6,3,1,1,2,42,34.5,NA,5,1988-11-12,"Regular Season","Michael","Jordan"
7,7,11,15,1988,25,272,"CHI","","PHI","W (+13)",1,"43:00:00",14,27,0.519,0,0,NA,5,6,0.833,1,5,6,6,5,1,3,2,33,27.6,NA,5,1988-11-15,"Regular Season","Michael","Jordan"
8,8,11,16,1988,25,273,"CHI","@","PHI","L (-13)",1,"43:00:00",24,29,0.828,0,1,0,4,4,1,3,6,9,1,4,2,4,2,52,46.5,NA,5,1988-11-16,"Regular Season","Michael","Jordan"
9,9,11,18,1988,25,275,"CHI","","ATL","W (+3)",1,"49:00:00",12,21,0.571,0,0,NA,10,13,0.769,1,8,9,9,1,0,6,4,34,25.7,NA,5,1988-11-18,"Regular Season","Michael","Jordan"
10,10,11,22,1988,25,279,"CHI","@","SAC","W (+16)",1,"38:00:00",16,20,0.8,0,0,NA,0,0,NA,1,10,11,8,1,1,2,3,32,32.2,NA,5,1988-11-22,"Regular Season","Michael","Jordan"
11,11,11,23,1988,25,280,"CHI","@","LAC","L (-8)",1,"41:00:00",7,15,0.467,1,2,0.5,11,12,0.917,2,10,12,7,5,4,6,4,26,27.4,NA,5,1988-11-23,"Regular Season","Michael","Jordan"
12,12,11,26,1988,25,283,"CHI","@","DEN","L (-5)",1,"44:00:00",19,27,0.704,3,5,0.6,11,14,0.786,2,9,11,7,1,0,6,3,52,42.3,NA,5,1988-11-26,"Regular Season","Michael","Jordan"
13,13,11,29,1988,25,286,"CHI","@","GSW","L (-10)",1,"43:00:00",11,24,0.458,0,1,0,4,4,1,2,8,10,7,4,0,3,3,26,22.1,NA,5,1988-11-29,"Regular Season","Michael","Jordan"
14,14,11,30,1988,25,287,"CHI","@","UTA","L (-14)",1,"39:00:00",11,25,0.44,0,1,0,11,13,0.846,4,4,8,5,2,1,3,1,33,25.9,NA,5,1988-11-30,"Regular Season","Michael","Jordan"
15,15,12,3,1988,25,290,"CHI","@","DAL","W (+13)",1,"43:00:00",16,31,0.516,0,0,NA,7,8,0.875,3,8,11,6,2,3,2,5,39,32.1,NA,5,1988-12-03,"Regular Season","Michael","Jordan"
16,16,12,6,1988,25,293,"CHI","","BOS","W (+5)",1,"43:00:00",14,20,0.7,0,0,NA,10,11,0.909,2,7,9,5,5,0,6,4,38,33.6,NA,5,1988-12-06,"Regular Season","Michael","Jordan"
17,17,12,7,1988,25,294,"CHI","@","DET","L (-13)",1,"40:00:00",4,16,0.25,0,0,NA,10,11,0.909,3,4,7,7,1,2,3,1,18,15.2,NA,5,1988-12-07,"Regular Season","Michael","Jordan"
18,18,12,9,1988,25,296,"CHI","","MIL","W (+18)",1,"40:00:00",10,17,0.588,0,2,0,15,17,0.882,3,8,11,5,1,1,5,3,35,29.8,NA,5,1988-12-09,"Regular Season","Michael","Jordan"
19,19,12,10,1988,25,297,"CHI","","MIA","W (+23)",1,"37:00:00",14,25,0.56,1,2,0.5,9,10,0.9,2,9,11,4,2,0,1,3,38,32.4,NA,5,1988-12-10,"Regular Season","Michael","Jordan"
20,20,12,13,1988,25,300,"CHI","","ATL","L (-18)",1,"41:00:00",11,24,0.458,0,1,0,6,6,1,2,12,14,6,2,0,1,3,28,24.6,NA,5,1988-12-13,"Regular Season","Michael","Jordan"
21,21,12,16,1988,25,303,"CHI","","IND","W (+7)",1,"38:00:00",10,22,0.455,0,3,0,8,9,0.889,3,4,7,7,6,0,2,4,28,26.8,NA,5,1988-12-16,"Regular Season","Michael","Jordan"
22,22,12,17,1988,25,304,"CHI","@","MIL","W (+19)",1,"40:00:00",12,25,0.48,0,1,0,12,12,1,0,6,6,5,3,0,3,2,36,27.8,NA,5,1988-12-17,"Regular Season","Michael","Jordan"
23,23,12,20,1988,25,307,"CHI","","LAL","W (+13)",1,"39:00:00",11,23,0.478,2,3,0.667,18,22,0.818,4,3,7,8,4,0,1,0,42,41,NA,5,1988-12-20,"Regular Season","Michael","Jordan"
24,24,12,23,1988,25,310,"CHI","@","CHH","L (-2)",1,"41:00:00",14,26,0.538,0,0,NA,5,6,0.833,2,3,5,4,6,0,7,5,33,22.1,NA,5,1988-12-23,"Regular Season","Michael","Jordan"
25,25,12,27,1988,25,314,"CHI","","CLE","L (-11)",1,"42:00:00",18,30,0.6,1,1,1,6,6,1,3,9,12,4,3,0,4,3,43,34.6,NA,5,1988-12-27,"Regular Season","Michael","Jordan"
26,26,12,29,1988,25,316,"CHI","","NYK","W (+2)",1,"40:00:00",14,27,0.519,0,2,0,9,12,0.75,1,8,9,3,3,0,3,2,37,26.9,NA,5,1988-12-29,"Regular Season","Michael","Jordan"
27,27,12,30,1988,25,317,"CHI","@","IND","W (+16)",1,"37:00:00",13,26,0.5,0,0,NA,5,5,1,2,5,7,4,4,2,2,1,31,26.7,NA,5,1988-12-30,"Regular Season","Michael","Jordan"
28,28,1,3,1989,25,321,"CHI","","LAC","W (+5)",1,"47:00:00",15,30,0.5,0,3,0,11,15,0.733,1,9,10,11,6,0,4,5,41,35.5,NA,5,1989-01-03,"Regular Season","Michael","Jordan"
29,29,1,5,1989,25,323,"CHI","@","CLE","L (-5)",1,"41:00:00",13,24,0.542,1,2,0.5,5,5,1,2,9,11,7,2,0,2,2,32,28.6,NA,5,1989-01-05,"Regular Season","Michael","Jordan"
30,30,1,6,1989,25,324,"CHI","","UTA","L (-14)",1,"37:00:00",12,21,0.571,0,0,NA,3,5,0.6,1,4,5,4,2,1,2,2,27,20.9,NA,5,1989-01-06,"Regular Season","Michael","Jordan"
31,31,1,10,1989,25,328,"CHI","@","ATL","W (+3)",1,"41:00:00",17,29,0.586,0,2,0,14,16,0.875,4,6,10,9,3,0,4,2,48,42.8,NA,5,1989-01-10,"Regular Season","Michael","Jordan"
32,32,1,11,1989,25,329,"CHI","@","CHH","W (+5)",1,"40:00:00",7,15,0.467,0,0,NA,10,11,0.909,1,3,4,10,3,1,6,4,24,20.6,NA,5,1989-01-11,"Regular Season","Michael","Jordan"
33,33,1,13,1989,25,331,"CHI","","DEN","W (+5)",1,"46:00:00",13,24,0.542,0,1,0,12,13,0.923,1,11,12,11,3,0,6,4,38,33.1,NA,5,1989-01-13,"Regular Season","Michael","Jordan"
34,34,1,15,1989,25,333,"CHI","","BOS","W (+6)",1,"41:00:00",13,23,0.565,0,3,0,16,17,0.941,1,8,9,11,8,0,2,2,42,46.7,NA,5,1989-01-15,"Regular Season","Michael","Jordan"
35,35,1,17,1989,25,335,"CHI","","IND","W (+7)",1,"44:00:00",10,18,0.556,0,1,0,2,4,0.5,1,5,6,13,4,1,2,4,22,25,NA,5,1989-01-17,"Regular Season","Michael","Jordan"
36,36,1,19,1989,25,337,"CHI","@","MIA","W (+4)",1,"41:00:00",14,25,0.56,0,1,0,6,8,0.75,3,2,5,7,2,1,1,3,34,29.4,NA,5,1989-01-19,"Regular Season","Michael","Jordan"
37,37,1,21,1989,25,339,"CHI","","PHO","L (-9)",1,"41:00:00",20,28,0.714,0,0,NA,13,15,0.867,1,13,14,8,2,1,4,4,53,47.9,NA,5,1989-01-21,"Regular Season","Michael","Jordan"
38,38,1,24,1989,25,342,"CHI","","DAL","W (+18)",1,"33:00:00",10,20,0.5,0,1,0,4,5,0.8,1,2,3,6,3,0,1,1,24,20.7,NA,5,1989-01-24,"Regular Season","Michael","Jordan"
39,39,1,25,1989,25,343,"CHI","@","PHI","L (-12)",1,"45:00:00",14,25,0.56,0,0,NA,5,5,1,0,6,6,12,2,1,2,5,33,30,NA,5,1989-01-25,"Regular Season","Michael","Jordan"
40,40,1,27,1989,25,345,"CHI","","WSB","W (+11)",1,"39:00:00",14,25,0.56,0,0,NA,5,8,0.625,3,8,11,9,3,1,1,4,33,31.8,NA,5,1989-01-27,"Regular Season","Michael","Jordan"
41,41,1,31,1989,25,349,"CHI","","DET","L (-6)",1,"41:00:00",7,24,0.292,0,1,0,7,10,0.7,3,9,12,10,2,1,5,6,21,12.9,NA,5,1989-01-31,"Regular Season","Michael","Jordan"
42,42,2,2,1989,25,351,"CHI","","SAC","W (+11)",1,"40:00:00",15,21,0.714,0,0,NA,10,12,0.833,1,6,7,8,4,0,6,2,40,35.8,NA,5,1989-02-02,"Regular Season","Michael","Jordan"
43,43,2,3,1989,25,352,"CHI","@","HOU","L (-7)",1,"45:00:00",10,24,0.417,0,1,0,9,12,0.75,2,4,6,10,5,1,3,3,29,26.1,NA,5,1989-02-03,"Regular Season","Michael","Jordan"
44,44,2,5,1989,25,354,"CHI","@","DET","L (-11)",1,"42:00:00",10,18,0.556,1,4,0.25,7,8,0.875,2,4,6,10,1,1,1,3,28,28.1,NA,5,1989-02-05,"Regular Season","Michael","Jordan"
45,45,2,7,1989,25,356,"CHI","","CHH","W (+25)",1,"32:00:00",11,20,0.55,1,2,0.5,9,10,0.9,2,5,7,5,2,0,3,3,32,26.2,NA,5,1989-02-07,"Regular Season","Michael","Jordan"
46,46,2,9,1989,25,358,"CHI","@","SAS","W (+5)",1,"43:00:00",9,20,0.45,0,0,NA,5,8,0.625,3,3,6,9,2,1,6,2,23,16.6,NA,5,1989-02-09,"Regular Season","Michael","Jordan"
47,47,2,14,1989,25,363,"CHI","","ATL","L (-8)",1,"36:00:00",11,14,0.786,1,1,1,9,16,0.563,2,3,5,3,3,1,3,4,32,27.3,NA,5,1989-02-14,"Regular Season","Michael","Jordan"
48,48,2,16,1989,25,365,"CHI","","MIL","W (+1)",1,"40:00:00",16,26,0.615,1,2,0.5,17,18,0.944,2,6,8,5,3,0,4,4,50,41.9,NA,5,1989-02-16,"Regular Season","Michael","Jordan"
49,49,2,19,1989,26,2,"CHI","@","MIL","W (+2)",1,"40:00:00",9,19,0.474,0,0,NA,5,6,0.833,0,3,3,9,2,3,7,4,23,15.6,NA,5,1989-02-19,"Regular Season","Michael","Jordan"
50,50,2,20,1989,26,3,"CHI","","POR","W (+4)",1,"36:00:00",13,22,0.591,0,0,NA,7,8,0.875,2,4,6,7,1,0,4,3,33,25.7,NA,5,1989-02-20,"Regular Season","Michael","Jordan"
51,51,2,22,1989,26,5,"CHI","@","CHH","W (+28)",1,"37:00:00",10,14,0.714,0,1,0,4,5,0.8,0,4,4,5,1,0,6,4,24,15.9,NA,5,1989-02-22,"Regular Season","Michael","Jordan"
52,52,2,24,1989,26,7,"CHI","","HOU","W (+9)",1,"38:00:00",10,18,0.556,0,0,NA,13,15,0.867,0,4,4,8,4,0,2,2,33,31.6,NA,5,1989-02-24,"Regular Season","Michael","Jordan"
53,53,2,25,1989,26,8,"CHI","@","ATL","L (-30)",1,"30:00:00",7,12,0.583,0,0,NA,4,5,0.8,1,4,5,3,3,0,4,3,18,13.8,NA,5,1989-02-25,"Regular Season","Michael","Jordan"
54,54,2,28,1989,26,11,"CHI","","SAS","W (+19)",1,"34:00:00",11,16,0.688,0,0,NA,2,2,1,4,2,6,8,2,1,4,1,24,24.5,NA,5,1989-02-28,"Regular Season","Michael","Jordan"
55,55,3,3,1989,26,14,"CHI","","MIL","W (+6)",1,"41:00:00",10,18,0.556,1,1,1,7,11,0.636,2,6,8,9,2,1,6,4,28,22.4,NA,5,1989-03-03,"Regular Season","Michael","Jordan"
56,56,3,4,1989,26,15,"CHI","@","NYK","L (-18)",1,"42:00:00",10,16,0.625,0,0,NA,8,8,1,1,2,3,10,2,0,4,4,28,25.5,NA,5,1989-03-04,"Regular Season","Michael","Jordan"
57,57,3,7,1989,26,18,"CHI","","PHI","L (-2)",1,"39:00:00",15,27,0.556,0,0,NA,4,5,0.8,3,8,11,4,3,0,2,2,34,28.2,NA,5,1989-03-07,"Regular Season","Michael","Jordan"
58,58,3,11,1989,26,22,"CHI","","SEA","W (+17)",1,"40:00:00",8,13,0.615,0,0,NA,2,2,1,1,7,8,15,1,3,3,3,18,24.3,NA,5,1989-03-11,"Regular Season","Michael","Jordan"
59,59,3,13,1989,26,24,"CHI","","IND","W (+32)",1,"30:00:00",7,15,0.467,3,4,0.75,4,4,1,3,11,14,14,3,2,1,0,21,31.9,NA,5,1989-03-13,"Regular Season","Michael","Jordan"
60,60,3,15,1989,26,26,"CHI","@","CLE","L (-24)",1,"38:00:00",12,22,0.545,0,0,NA,4,5,0.8,1,5,6,12,3,0,8,3,28,21.4,NA,5,1989-03-15,"Regular Season","Michael","Jordan"
61,61,3,17,1989,26,28,"CHI","","NYK","W (+5)",1,"41:00:00",9,16,0.563,2,2,1,13,14,0.929,1,4,5,9,4,1,4,5,33,31.9,NA,5,1989-03-17,"Regular Season","Michael","Jordan"
62,62,3,18,1989,26,29,"CHI","@","IND","L (-11)",1,"44:00:00",11,24,0.458,0,1,0,6,7,0.857,0,6,6,10,0,1,2,1,28,22.3,NA,5,1989-03-18,"Regular Season","Michael","Jordan"
63,63,3,21,1989,26,32,"CHI","@","LAL","W (+1)",1,"43:00:00",7,20,0.35,0,0,NA,7,8,0.875,1,7,8,16,1,0,5,3,21,18.2,NA,5,1989-03-21,"Regular Season","Michael","Jordan"
64,64,3,22,1989,26,33,"CHI","@","PHO","W (+1)",1,"37:00:00",10,20,0.5,0,0,NA,12,12,1,0,10,10,9,1,0,3,5,32,27.3,NA,5,1989-03-22,"Regular Season","Michael","Jordan"
65,65,3,24,1989,26,35,"CHI","@","POR","W (+15)",1,"40:00:00",10,20,0.5,1,3,0.333,13,16,0.813,3,4,7,17,6,0,7,4,34,35.4,NA,5,1989-03-24,"Regular Season","Michael","Jordan"
66,66,3,25,1989,26,36,"CHI","@","SEA","W (+1)",1,"40:00:00",8,18,0.444,0,0,NA,5,5,1,1,11,12,12,3,0,6,3,21,19.8,NA,5,1989-03-25,"Regular Season","Michael","Jordan"
67,67,3,28,1989,26,39,"CHI","","GSW","W (+9)",1,"40:00:00",13,24,0.542,0,1,0,7,9,0.778,1,11,12,11,4,0,5,4,33,29.7,NA,5,1989-03-28,"Regular Season","Michael","Jordan"
68,68,3,29,1989,26,40,"CHI","@","MIL","W (+4)",1,"43:00:00",9,19,0.474,0,1,0,14,16,0.875,1,9,10,10,2,1,4,4,32,29,NA,5,1989-03-29,"Regular Season","Michael","Jordan"
69,69,3,31,1989,26,42,"CHI","","CLE","L (-9)",1,"43:00:00",15,29,0.517,1,2,0.5,6,7,0.857,2,8,10,10,3,1,3,4,37,32.2,NA,5,1989-03-31,"Regular Season","Michael","Jordan"
70,70,4,2,1989,26,44,"CHI","","NJN","W (+11)",1,"39:00:00",11,23,0.478,0,1,0,5,5,1,5,9,14,12,2,2,3,2,27,29.5,NA,5,1989-04-02,"Regular Season","Michael","Jordan"
71,71,4,4,1989,26,46,"CHI","","CHH","W (+20)",1,"40:00:00",10,15,0.667,0,2,0,13,15,0.867,4,6,10,12,6,1,3,1,33,42,NA,5,1989-04-04,"Regular Season","Michael","Jordan"
72,72,4,6,1989,26,48,"CHI","@","DET","L (-7)",1,"43:00:00",11,23,0.478,1,5,0.2,8,8,1,2,11,13,10,2,0,2,2,31,30.2,NA,5,1989-04-06,"Regular Season","Michael","Jordan"
73,73,4,7,1989,26,49,"CHI","","DET","L (-2)",1,"42:00:00",11,18,0.611,0,0,NA,18,21,0.857,1,6,7,11,2,0,1,6,40,39.4,NA,5,1989-04-07,"Regular Season","Michael","Jordan"
74,74,4,9,1989,26,51,"CHI","@","ATL","L (-8)",1,"43:00:00",13,29,0.448,0,3,0,14,14,1,4,6,10,12,1,0,2,3,40,35.7,NA,5,1989-04-09,"Regular Season","Michael","Jordan"
75,75,4,13,1989,26,55,"CHI","@","IND","L (-4)",1,"46:00:00",17,30,0.567,0,1,0,13,14,0.929,2,9,11,13,4,2,4,3,47,45.8,NA,5,1989-04-13,"Regular Season","Michael","Jordan"
76,76,4,14,1989,26,56,"CHI","@","NJN","L (-12)",1,"38:00:00",12,27,0.444,0,1,0,5,7,0.714,2,8,10,12,3,2,4,2,29,25.9,NA,5,1989-04-14,"Regular Season","Michael","Jordan"
77,77,4,16,1989,26,58,"CHI","@","CLE","L (-19)",1,"27:00:00",8,14,0.571,0,1,0,6,6,1,0,3,3,3,2,1,5,2,22,15.3,NA,5,1989-04-16,"Regular Season","Michael","Jordan"
78,78,4,17,1989,26,59,"CHI","","NYK","W (+4)",1,"42:00:00",11,21,0.524,1,3,0.333,11,13,0.846,1,10,11,9,2,3,5,3,34,30.8,NA,5,1989-04-17,"Regular Season","Michael","Jordan"
79,79,4,20,1989,26,62,"CHI","@","WSB","L (-2)",1,"39:00:00",9,20,0.45,0,0,NA,12,13,0.923,2,3,5,4,1,1,6,4,30,18.4,NA,5,1989-04-20,"Regular Season","Michael","Jordan"
80,80,4,21,1989,26,63,"CHI","","WSB","W (+2)",1,"42:00:00",13,31,0.419,0,0,NA,8,11,0.727,6,8,14,11,2,1,1,1,34,31.9,NA,5,1989-04-21,"Regular Season","Michael","Jordan"
81,81,4,23,1989,26,65,"CHI","","CLE","L (-6)",1,"35:00:00",9,19,0.474,0,2,0,7,8,0.875,3,2,5,3,1,0,3,3,25,16.5,NA,5,1989-04-23,"Regular Season","Michael","Jordan"
1,1,4,28,1989,26,70,"CHI","@","CLE","W (+7)",1,"40:00:00",12,21,0.571,0,1,0,7,8,0.875,0,5,5,11,4,1,6,5,31,26.6,NA,5,1989-04-28,"Playoffs","Michael","Jordan"
2,2,4,30,1989,26,72,"CHI","@","CLE","L (-8)",1,"44:00:00",10,22,0.455,0,1,0,10,10,1,3,2,5,10,2,0,7,2,30,22.5,NA,5,1989-04-30,"Playoffs","Michael","Jordan"
3,3,5,3,1989,26,75,"CHI","","CLE","W (+7)",1,"39:00:00",18,34,0.529,1,1,1,7,9,0.778,2,5,7,10,5,1,5,4,44,35.6,NA,5,1989-05-03,"Playoffs","Michael","Jordan"
4,4,5,5,1989,26,77,"CHI","","CLE","L (-3)",1,"43:00:00",14,28,0.5,0,1,0,22,27,0.815,0,3,3,4,3,0,1,6,50,37.3,NA,5,1989-05-05,"Playoffs","Michael","Jordan"
5,5,5,7,1989,26,79,"CHI","@","CLE","W (+1)",1,"44:00:00",17,32,0.531,1,1,1,9,13,0.692,3,6,9,6,1,0,2,3,44,32.7,NA,5,1989-05-07,"Playoffs","Michael","Jordan"
6,6,5,9,1989,26,81,"CHI","@","NYK","W (+11)",1,"46:00:00",11,17,0.647,1,2,0.5,11,11,1,2,8,10,12,2,0,6,5,34,32.7,NA,5,1989-05-09,"Playoffs","Michael","Jordan"
7,7,5,11,1989,26,83,"CHI","@","NYK","L (-17)",1,"34:00:00",7,17,0.412,0,2,0,1,4,0.25,2,6,8,3,1,0,1,4,15,8.4,NA,5,1989-05-11,"Playoffs","Michael","Jordan"
8,8,5,13,1989,26,85,"CHI","","NYK","W (+23)",1,"39:00:00",14,25,0.56,1,2,0.5,11,13,0.846,2,13,15,9,6,1,3,3,40,41.4,NA,5,1989-05-13,"Playoffs","Michael","Jordan"
9,9,5,14,1989,26,86,"CHI","","NYK","W (+13)",1,"42:00:00",12,18,0.667,0,1,0,23,28,0.821,0,11,11,6,1,2,6,3,47,39.9,NA,5,1989-05-14,"Playoffs","Michael","Jordan"
10,10,5,16,1989,26,88,"CHI","@","NYK","L (-7)",1,"43:00:00",13,30,0.433,1,3,0.333,11,15,0.733,5,3,8,10,5,1,3,2,38,33.9,NA,5,1989-05-16,"Playoffs","Michael","Jordan"
11,11,5,19,1989,26,91,"CHI","","NYK","W (+2)",1,"45:00:00",14,22,0.636,1,3,0.333,11,12,0.917,1,4,5,10,0,4,6,3,40,34.3,NA,5,1989-05-19,"Playoffs","Michael","Jordan"
12,12,5,21,1989,26,93,"CHI","@","DET","W (+6)",1,"45:00:00",10,29,0.345,2,6,0.333,10,13,0.769,2,9,11,4,0,0,3,5,32,16.4,NA,5,1989-05-21,"Playoffs","Michael","Jordan"
13,13,5,23,1989,26,95,"CHI","@","DET","L (-9)",1,"38:00:00",9,20,0.45,0,2,0,9,11,0.818,1,3,4,4,2,1,4,5,27,16.9,NA,5,1989-05-23,"Playoffs","Michael","Jordan"
14,14,5,27,1989,26,99,"CHI","","DET","W (+2)",1,"45:00:00",16,26,0.615,0,3,0,14,15,0.933,3,4,7,5,5,0,2,2,46,42.8,NA,5,1989-05-27,"Playoffs","Michael","Jordan"
15,15,5,29,1989,26,101,"CHI","","DET","L (-6)",1,"43:00:00",5,15,0.333,1,3,0.333,12,17,0.706,0,2,2,4,1,0,1,5,23,13.9,NA,5,1989-05-29,"Playoffs","Michael","Jordan"
16,16,5,31,1989,26,103,"CHI","@","DET","L (-9)",1,"46:00:00",4,8,0.5,0,1,0,10,11,0.909,0,5,5,9,1,0,4,3,18,17.2,NA,5,1989-05-31,"Playoffs","Michael","Jordan"
17,17,6,2,1989,26,105,"CHI","","DET","L (-9)",1,"42:00:00",13,26,0.5,1,2,0.5,5,12,0.417,0,4,4,13,3,2,8,5,32,20.9,NA,5,1989-06-02,"Playoffs","Michael","Jordan"
1,1,11,3,1989,26,259,"CHI","","CLE","W (+5)",1,"47:00:00",19,31,0.613,1,2,0.5,15,17,0.882,3,11,14,6,3,1,0,3,54,51.2,NA,6,1989-11-03,"Regular Season","Michael","Jordan"
2,2,11,4,1989,26,260,"CHI","","BOS","L (-2)",1,"34:00:00",10,18,0.556,0,3,0,4,6,0.667,0,5,5,6,5,1,4,5,24,20,NA,6,1989-11-04,"Regular Season","Michael","Jordan"
3,3,11,7,1989,26,263,"CHI","","DET","W (+3)",1,"44:00:00",13,24,0.542,0,2,0,14,17,0.824,2,3,5,7,3,0,4,1,40,33,NA,6,1989-11-07,"Regular Season","Michael","Jordan"
4,4,11,8,1989,26,264,"CHI","@","MIN","W (+12)",1,"40:00:00",15,24,0.625,1,1,1,14,14,1,1,5,6,2,2,0,3,2,45,36,NA,6,1989-11-08,"Regular Season","Michael","Jordan"
5,5,11,10,1989,26,266,"CHI","@","NJN","L (-10)",1,"41:00:00",8,22,0.364,0,0,NA,10,11,0.909,3,3,6,5,2,0,2,4,26,18.3,NA,6,1989-11-10,"Regular Season","Michael","Jordan"
6,6,11,11,1989,26,267,"CHI","","SEA","W (+7)",1,"34:00:00",8,15,0.533,1,2,0.5,8,9,0.889,0,4,4,6,3,1,4,4,25,20.8,NA,6,1989-11-11,"Regular Season","Michael","Jordan"
7,7,11,14,1989,26,270,"CHI","@","SAC","W (+2)",1,"40:00:00",11,25,0.44,1,1,1,4,8,0.5,6,7,13,7,2,0,4,2,27,20.7,NA,6,1989-11-14,"Regular Season","Michael","Jordan"
8,8,11,15,1989,26,271,"CHI","@","UTA","L (-1)",1,"38:00:00",12,26,0.462,0,3,0,16,19,0.842,1,9,10,3,1,0,2,3,40,28.7,NA,6,1989-11-15,"Regular Season","Michael","Jordan"
9,9,11,18,1989,26,274,"CHI","@","SEA","L (-9)",1,"39:00:00",12,26,0.462,3,8,0.375,5,7,0.714,3,3,6,7,1,0,2,3,32,23.5,NA,6,1989-11-18,"Regular Season","Michael","Jordan"
10,10,11,21,1989,26,277,"CHI","@","POR","L (-11)",1,"36:00:00",5,13,0.385,1,3,0.333,5,6,0.833,0,0,0,7,2,0,4,1,16,11,NA,6,1989-11-21,"Regular Season","Michael","Jordan"
11,11,11,22,1989,26,278,"CHI","@","PHO","W (+5)",1,"44:00:00",12,30,0.4,1,3,0.333,9,10,0.9,2,5,7,7,2,0,2,2,34,24.4,NA,6,1989-11-22,"Regular Season","Michael","Jordan"
12,12,11,25,1989,26,281,"CHI","@","GSW","W (+13)",1,"41:00:00",12,29,0.414,1,5,0.2,4,5,0.8,6,8,14,9,3,0,3,3,29,24.8,NA,6,1989-11-25,"Regular Season","Michael","Jordan"
13,13,11,26,1989,26,282,"CHI","@","LAC","L (-24)",1,"33:00:00",9,18,0.5,1,2,0.5,7,10,0.7,3,4,7,4,2,2,7,3,26,17.1,NA,6,1989-11-26,"Regular Season","Michael","Jordan"
14,14,11,28,1989,26,284,"CHI","","ATL","W (+15)",1,"39:00:00",8,15,0.533,0,0,NA,6,6,1,0,9,9,13,3,0,4,4,22,23.9,NA,6,1989-11-28,"Regular Season","Michael","Jordan"
15,15,12,2,1989,26,288,"CHI","@","MIA","W (+7)",1,"36:00:00",11,16,0.688,0,0,NA,14,15,0.933,2,3,5,7,0,1,5,4,36,30.1,NA,6,1989-12-02,"Regular Season","Michael","Jordan"
16,16,12,5,1989,26,291,"CHI","","DEN","W (+20)",1,"33:00:00",15,27,0.556,0,1,0,5,5,1,8,9,17,7,1,1,1,0,35,36,NA,6,1989-12-05,"Regular Season","Michael","Jordan"
17,17,12,8,1989,26,294,"CHI","@","IND","L (-2)",1,"46:00:00",14,25,0.56,1,3,0.333,7,9,0.778,0,8,8,10,4,1,4,4,36,31.8,NA,6,1989-12-08,"Regular Season","Michael","Jordan"
18,18,12,9,1989,26,295,"CHI","","PHI","W (+20)",1,"36:00:00",13,21,0.619,3,6,0.5,0,0,NA,0,9,9,9,1,0,1,3,29,27.3,NA,6,1989-12-09,"Regular Season","Michael","Jordan"
19,19,12,12,1989,26,298,"CHI","","DAL","W (+8)",1,"41:00:00",18,29,0.621,2,2,1,3,4,0.75,1,6,7,7,2,1,2,1,41,35.2,NA,6,1989-12-12,"Regular Season","Michael","Jordan"
20,20,12,14,1989,26,300,"CHI","","ORL","W (+11)",1,"25:00:00",14,20,0.7,3,3,1,7,9,0.778,2,5,7,5,2,0,1,2,38,35.4,NA,6,1989-12-14,"Regular Season","Michael","Jordan"
21,21,12,16,1989,26,302,"CHI","","CHH","W (+11)",1,"41:00:00",13,28,0.464,0,1,0,7,10,0.7,2,7,9,7,2,2,0,2,33,28.4,NA,6,1989-12-16,"Regular Season","Michael","Jordan"
22,22,12,19,1989,26,305,"CHI","","LAL","W (+10)",1,"44:00:00",15,29,0.517,2,4,0.5,5,5,1,0,7,7,5,2,1,7,1,37,23.6,NA,6,1989-12-19,"Regular Season","Michael","Jordan"
23,23,12,20,1989,26,306,"CHI","@","ORL","L (-1)",1,"45:00:00",20,37,0.541,2,3,0.667,10,10,1,1,4,5,7,4,0,3,3,52,40.7,NA,6,1989-12-20,"Regular Season","Michael","Jordan"
24,24,12,22,1989,26,308,"CHI","@","ATL","W (+12)",1,"32:00:00",10,17,0.588,2,3,0.667,7,8,0.875,0,4,4,4,2,0,4,4,29,21.1,NA,6,1989-12-22,"Regular Season","Michael","Jordan"
25,25,12,23,1989,26,309,"CHI","@","PHI","L (-27)",1,"30:00:00",5,13,0.385,0,1,0,6,6,1,1,3,4,6,2,0,4,2,16,11.9,NA,6,1989-12-23,"Regular Season","Michael","Jordan"
26,26,12,26,1989,26,312,"CHI","","MIN","W (+13)",1,"35:00:00",12,17,0.706,3,5,0.6,1,2,0.5,1,1,2,4,4,1,3,4,28,24.4,NA,6,1989-12-26,"Regular Season","Michael","Jordan"
